,lr=1e-05
0,0.977052628993988
1,0.8216392397880554
2,0.7865716814994812
3,0.9820342063903809
4,1.0259089469909668
5,0.9342943429946899
6,0.8287765383720398
7,1.062741756439209
8,1.03390634059906
9,0.9326066374778748
10,0.808893620967865
11,0.9265081882476807
12,0.8125596642494202
13,1.2412428855895996
14,0.8496896028518677
15,0.8099019527435303
16,0.9087733626365662
17,1.0176520347595215
18,1.0421968698501587
19,0.8232930898666382
20,1.0396970510482788
21,0.9436502456665039
22,0.8690263628959656
23,0.7306605577468872
24,0.8435879349708557
25,0.9763761758804321
26,0.7848117351531982
27,0.9213535189628601
28,0.8305268883705139
29,0.8265526294708252
30,0.9353452920913696
31,0.7961746454238892
32,0.8800081014633179
33,0.8484069108963013
34,0.9481297135353088
35,0.8913401961326599
36,1.13351309299469
37,0.8778617978096008
38,0.9284577369689941
39,1.0286916494369507
40,1.0464928150177002
41,0.8614709973335266
42,0.8023842573165894
43,0.9971100091934204
44,1.0219898223876953
45,1.0896964073181152
46,0.873213529586792
47,0.9965469241142273
48,0.7384162545204163
49,0.923125684261322
50,0.9554100632667542
51,1.2580140829086304
52,0.9367060661315918
53,0.9645346999168396
54,0.9754452705383301
55,1.2178401947021484
56,0.8190649747848511
57,0.8971996903419495
58,0.9615999460220337
59,0.9591459035873413
60,0.8823769688606262
61,0.9612962603569031
62,1.0085194110870361
63,0.9609858393669128
64,0.9655445218086243
65,0.8430362343788147
66,0.8726168274879456
67,0.8864308595657349
68,0.7203149199485779
69,0.8715904951095581
70,0.9876632690429688
71,1.0669145584106445
72,0.9721294641494751
73,0.8244742155075073
74,0.8209357261657715
75,0.7867746949195862
76,1.1429201364517212
77,0.9301483035087585
78,3.9607608318328857
79,0.8839678764343262
80,0.7986361384391785
81,0.9454450011253357
82,0.9038414359092712
83,1.0350594520568848
84,0.8304821848869324
85,0.8839499354362488
86,0.8528455495834351
87,0.942282497882843
88,1.0928462743759155
89,0.8385169506072998
90,1.0212078094482422
91,0.7872820496559143
92,0.7157643437385559
93,0.801992654800415
94,0.905491292476654
95,1.0521005392074585
96,0.8948809504508972
97,1.1379523277282715
98,0.9698386788368225
99,0.8885661363601685
100,2.93198823928833
101,0.8488457202911377
102,0.9362947940826416
103,1.0129295587539673
104,0.8916841745376587
105,0.9316271543502808
106,0.9154789447784424
107,0.7676256895065308
108,0.9425354599952698
109,0.9198093414306641
110,0.9653835892677307
111,0.9445944428443909
112,0.746147632598877
113,1.0219007730484009
114,0.9903538227081299
115,1.7040209770202637
116,0.9994188547134399
117,0.8016624450683594
118,1.002315640449524
119,1.240669846534729
120,1.0767830610275269
121,1.0412192344665527
122,0.8934271335601807
123,0.8405941128730774
124,0.8842018842697144
125,1.075284481048584
126,1.0263868570327759
127,0.9015017151832581
128,0.8158017992973328
129,0.9000039100646973
130,0.7873710989952087
131,0.7904250621795654
132,1.1111114025115967
133,0.8800199031829834
134,0.891075074672699
135,0.8448644876480103
136,0.9953352212905884
137,0.9702407121658325
138,0.9884556531906128
139,0.964512288570404
140,0.915045440196991
141,1.1684985160827637
142,1.6510803699493408
143,1.077277660369873
144,1.025014877319336
145,0.9662566184997559
146,0.8536939024925232
147,0.9668878316879272
148,1.2035037279129028
149,1.1340510845184326
150,0.803753674030304
151,0.8136876821517944
152,0.827843964099884
153,0.8788268566131592
154,0.8747305274009705
155,1.043473720550537
156,0.967035710811615
157,0.8475817441940308
158,0.7826612591743469
159,0.8956695795059204
160,0.8576685190200806
161,0.8490505218505859
162,0.9388909339904785
163,0.9579007625579834
164,0.7686808705329895
165,0.8313431143760681
166,0.8501518964767456
167,0.9470821022987366
168,1.0573070049285889
169,0.8664699792861938
170,0.9060257077217102
171,0.9354270696640015
172,1.1687923669815063
173,0.9753842949867249
174,0.9365990161895752
175,0.9661624431610107
176,0.8220276832580566
177,0.806723415851593
178,0.9339610934257507
179,0.9404405951499939
180,0.8626844882965088
181,0.7436111569404602
182,1.061084270477295
183,0.8829871416091919
184,1.3399051427841187
185,0.8158813118934631
186,0.7665119767189026
187,0.9984163641929626
188,0.8459022045135498
189,0.9937570691108704
190,0.8179444074630737
191,1.2535243034362793
192,0.7137659788131714
193,0.7548663020133972
194,0.8350409269332886
195,1.0723066329956055
196,0.8570528030395508
197,0.9512532353401184
198,0.8758009076118469
199,0.8309230208396912
200,0.7153666019439697
201,0.9854239821434021
202,0.9176061153411865
203,0.8073323965072632
204,0.8412522077560425
205,0.7323394417762756
206,0.9488832354545593
207,0.9955617785453796
208,1.0687700510025024
209,1.0344383716583252
210,1.1633286476135254
211,0.9358465075492859
212,0.853935718536377
213,0.845569372177124
214,0.9626843333244324
215,23.150192260742188
216,0.9028502702713013
217,0.9434943795204163
218,0.9169799089431763
219,0.7476524114608765
220,1.2391144037246704
221,0.8198546171188354
222,0.8305443525314331
223,0.8046941161155701
224,0.7715369462966919
225,0.8406307697296143
226,0.6864687204360962
227,0.9055899977684021
228,1.125338077545166
229,1.1736674308776855
230,0.82363361120224
231,0.7429317831993103
232,0.9303513765335083
233,0.8390510678291321
234,0.8241084814071655
235,0.9115066528320312
236,0.7146674990653992
237,0.9410400390625
238,0.8033043146133423
239,0.7819954752922058
240,0.7961370944976807
241,0.8679435849189758
242,0.8408619165420532
243,0.8248193264007568
244,0.7606357932090759
245,0.978336751461029
246,1.0756332874298096
247,1.013819932937622
248,1.1045533418655396
249,0.9262077212333679
250,0.9050081968307495
251,0.8138262629508972
252,0.9811360836029053
253,1.0694200992584229
254,0.9082737565040588
255,0.8942506909370422
256,1.0095247030258179
257,0.8734843134880066
258,1.326784372329712
259,0.766424834728241
260,0.7552936673164368
261,0.8126188516616821
262,1.0112876892089844
263,0.9902061820030212
264,0.8844842910766602
265,4.116120338439941
266,0.7741153836250305
267,0.8069319725036621
268,0.9187697172164917
269,0.9030768275260925
270,0.8742342591285706
271,1.0338683128356934
272,0.8121803998947144
273,0.9198585748672485
274,0.8146005272865295
275,0.9196857810020447
276,1.0821459293365479
277,0.9309332370758057
278,0.7498257160186768
279,0.959925651550293
280,0.780915379524231
281,0.961389422416687
282,0.7096078991889954
283,0.7244144678115845
284,0.7859530448913574
285,1.136291742324829
286,1.3650507926940918
287,1.2715414762496948
288,0.9280582666397095
289,0.9147725105285645
290,0.7974812984466553
291,0.786431074142456
292,1.0849037170410156
293,0.8161712288856506
294,0.7728195786476135
295,1.212752342224121
296,0.8079831600189209
297,0.7706984877586365
298,0.9960504174232483
299,0.8593332171440125
300,0.8819623589515686
301,0.992358386516571
302,0.7994633913040161
303,0.8472377061843872
304,0.899591863155365
305,1.0398365259170532
306,0.7588702440261841
307,1.0241708755493164
308,0.7082188725471497
309,1.0789260864257812
310,0.9379338026046753
311,0.8074215650558472
312,0.8510687947273254
313,0.9484052062034607
314,0.7336572408676147
315,0.8416918516159058
316,0.8033451437950134
317,0.8294549584388733
318,1.062941551208496
319,0.7117018699645996
320,0.7843263745307922
321,1.1596252918243408
322,0.8703726530075073
323,0.8278161287307739
324,0.8526193499565125
325,0.7046449780464172
326,0.8592386841773987
327,0.7340937256813049
328,0.9499346017837524
329,0.8481505513191223
330,1.0111963748931885
331,1.1441912651062012
332,0.9161486029624939
333,0.8989524841308594
334,1.0239758491516113
335,0.7938317656517029
336,0.8284143209457397
337,0.8088807463645935
338,0.8727843165397644
339,1.141556739807129
340,0.8996880650520325
341,0.902697741985321
342,0.8480774164199829
343,0.9646898508071899
344,0.7523581981658936
345,0.8203890323638916
346,1.4966129064559937
347,0.7793821096420288
348,0.7527706027030945
349,0.8271089792251587
350,0.8736085295677185
351,0.7762274146080017
352,0.7633898854255676
353,0.9416660070419312
354,0.8690217733383179
355,0.7438758611679077
356,0.9156991839408875
357,0.908038854598999
358,0.9436559677124023
359,0.9748020768165588
360,0.6768679618835449
361,0.8054295778274536
362,0.8998441696166992
363,0.8279681205749512
364,0.6929144859313965
365,0.9503001570701599
366,0.8867457509040833
367,0.9410949945449829
368,0.8878874182701111
369,1.062847375869751
370,1.1678426265716553
371,0.7860482931137085
372,1.0520296096801758
373,0.9044079184532166
374,0.8380826711654663
375,0.8801902532577515
376,0.8580643534660339
377,0.9341986179351807
378,0.7603400349617004
379,1.050684928894043
380,0.6942518353462219
381,0.9018504619598389
382,0.8824852108955383
383,0.8114752769470215
384,0.7674792408943176
385,0.8589448928833008
386,0.9266337156295776
387,0.846300482749939
388,0.853308916091919
389,0.846728503704071
390,0.7825206518173218
391,0.8931111097335815
392,0.899451494216919
393,0.9080429077148438
394,0.910098671913147
395,0.8246275782585144
396,0.870259165763855
397,0.8581894040107727
398,0.778232753276825
399,0.8540948629379272
400,1.1121803522109985
401,0.7136741876602173
402,0.8941745758056641
403,0.9621483683586121
404,0.7935930490493774
405,0.8956698775291443
406,1.0226253271102905
407,0.9022032022476196
408,0.687610924243927
409,0.8000582456588745
410,1.1161466836929321
411,0.8092312216758728
412,1.0035758018493652
413,0.782875120639801
414,0.7992712259292603
415,1.0942120552062988
416,0.8575180172920227
417,1.200865387916565
418,0.8782832622528076
419,0.8548725843429565
420,0.8461546897888184
421,0.882475733757019
422,0.9121918678283691
423,0.8708182573318481
424,1.0388332605361938
425,1.0568878650665283
426,0.8517214059829712
427,0.9503449201583862
428,0.7648059129714966
429,1.009837031364441
430,0.8836479187011719
431,1.0542644262313843
432,1.0205023288726807
433,0.9315370321273804
434,0.711056113243103
435,0.8929604887962341
436,0.8395978808403015
437,1.0202339887619019
438,0.959403395652771
439,0.8889255523681641
440,0.8907040357589722
441,0.9099692702293396
