,lr=0.01
0,0.2847226858139038
1,0.40733352303504944
2,0.2267167866230011
3,0.2512665092945099
4,0.27335095405578613
5,0.25574058294296265
6,0.3018852174282074
7,0.34286269545555115
8,0.19733023643493652
9,0.3750630021095276
10,0.2999351918697357
11,0.27877217531204224
12,0.3607911467552185
13,0.26746582984924316
14,0.2094069868326187
15,0.2390359491109848
16,0.2228146344423294
17,0.33990713953971863
18,0.25880303978919983
19,0.43603700399398804
20,0.21464970707893372
21,0.2782871723175049
22,0.3317142128944397
23,0.28875845670700073
24,0.2907428741455078
25,0.30196061730384827
26,0.3464856743812561
27,0.2507435977458954
28,0.5261669754981995
29,0.3330804705619812
30,0.23448362946510315
31,0.2556641101837158
32,0.28583383560180664
33,0.2910992205142975
34,0.1996246874332428
35,0.2080666422843933
36,0.24595478177070618
37,0.39123663306236267
38,0.2860552966594696
39,0.34436923265457153
40,0.31504344940185547
41,0.39301130175590515
42,0.407074511051178
43,0.3298835754394531
44,0.3331921100616455
45,0.3118373453617096
46,0.43883374333381653
47,0.29795196652412415
48,0.3146529793739319
49,0.2709673345088959
50,0.30011802911758423
51,0.3316788971424103
52,0.3311089277267456
53,0.32114481925964355
54,0.49910879135131836
55,0.3401978313922882
56,0.33420345187187195
57,0.3433884084224701
58,0.516690194606781
59,0.32398444414138794
60,0.40491676330566406
61,0.5457137823104858
62,0.2944643199443817
63,0.5603351593017578
64,0.44616031646728516
65,0.4237631559371948
66,0.29624754190444946
67,0.45555955171585083
68,0.2679561972618103
69,0.2833726704120636
70,0.30795347690582275
71,0.2864167094230652
72,0.3011898100376129
73,0.31447044014930725
74,0.3261178433895111
75,0.3801344633102417
76,0.5028492212295532
77,0.3482338786125183
78,0.2703242301940918
79,0.2633315324783325
80,0.34549233317375183
81,0.3482276201248169
82,0.31928786635398865
83,0.35519468784332275
84,0.2972288727760315
85,0.6140463352203369
86,0.35212039947509766
87,0.30222344398498535
88,0.3038952350616455
89,0.3576873540878296
90,0.3346075415611267
91,0.29077085852622986
92,0.43181532621383667
93,0.43123388290405273
94,0.2937731146812439
95,0.2825419306755066
96,0.3519448935985565
97,0.2944769561290741
98,0.3247925341129303
99,0.2748432159423828
100,0.32344377040863037
101,0.273457407951355
102,0.3077206015586853
103,0.33007705211639404
104,0.3818609416484833
105,0.4914737343788147
106,0.3535875678062439
107,0.30359265208244324
108,0.31848445534706116
109,0.28234654664993286
110,0.27829763293266296
111,0.3659515380859375
112,0.3070300221443176
113,0.42944708466529846
114,0.36586591601371765
115,0.23157550394535065
116,0.4115743041038513
117,0.3432479202747345
118,0.21791262924671173
119,0.3155905604362488
120,0.3679932653903961
121,0.3961085081100464
122,0.362981915473938
123,0.2678815722465515
124,0.2703924775123596
125,0.2621726095676422
126,0.3920818269252777
127,0.32522863149642944
128,0.31474894285202026
129,0.37222790718078613
130,0.3073691129684448
131,0.28062155842781067
132,0.3249598443508148
133,0.18908557295799255
134,0.42397862672805786
135,0.38359206914901733
136,0.3155022859573364
137,0.3083978593349457
138,0.36671143770217896
139,0.21768943965435028
140,0.2943541407585144
141,0.26376572251319885
142,0.34435614943504333
143,0.4170340597629547
144,0.49784141778945923
145,0.36140766739845276
146,0.2728502154350281
147,0.280496209859848
148,0.335379958152771
149,0.24866561591625214
150,0.3513331711292267
151,0.38027316331863403
152,0.4029799997806549
153,0.3654404878616333
154,0.29139477014541626
155,0.34621667861938477
156,0.34549760818481445
157,0.3026880621910095
158,0.41681233048439026
159,0.3693961203098297
160,0.38461223244667053
161,0.2791934907436371
162,0.32275447249412537
163,0.37694230675697327
164,0.3619942367076874
165,0.29397791624069214
166,0.3872038424015045
167,0.34392642974853516
168,0.4042113125324249
169,0.3049076199531555
170,0.3304446339607239
171,0.29037144780158997
172,0.3259536623954773
173,0.31866729259490967
174,0.33257633447647095
175,0.31647083163261414
176,0.3493824303150177
177,0.29680192470550537
178,0.3631288707256317
179,0.1980968415737152
180,0.2447371482849121
181,0.3481699824333191
182,0.35649022459983826
183,0.22392340004444122
184,0.2631619870662689
185,0.3851863145828247
186,0.2875887155532837
187,0.30478987097740173
188,0.22774331271648407
189,0.314264714717865
190,0.23046383261680603
191,0.20589223504066467
192,0.29642757773399353
193,0.3133593201637268
194,0.3164635896682739
195,0.29369667172431946
196,0.3128734529018402
197,0.19167013466358185
198,0.32710760831832886
199,0.27848759293556213
200,0.25048932433128357
201,0.3540599048137665
202,0.2797502875328064
203,0.36038365960121155
204,0.32681354880332947
205,0.2618396282196045
206,0.36075329780578613
207,0.2746867835521698
208,0.320343554019928
209,0.2787792980670929
210,0.283419132232666
211,0.3350401520729065
212,0.43978750705718994
213,0.3253862261772156
214,0.2622706890106201
215,0.2587454617023468
216,0.4529222846031189
217,0.28266915678977966
218,0.42776477336883545
219,0.31784236431121826
220,0.32261914014816284
221,0.36207467317581177
222,0.276642769575119
223,0.4137948453426361
224,0.21432432532310486
225,0.3223804831504822
226,1.5556974411010742
227,0.31480568647384644
228,0.3397969901561737
229,0.5232809782028198
230,0.35092872381210327
231,0.3934808671474457
232,0.5349394679069519
233,0.44813767075538635
234,0.4249918460845947
235,0.32395967841148376
236,0.3876802623271942
237,0.5864617824554443
238,1.268895149230957
239,0.4029795527458191
240,0.4166580140590668
241,0.307462602853775
242,0.444569855928421
243,0.4784872233867645
244,0.4123498797416687
245,0.28809621930122375
246,0.9746553301811218
247,0.34689003229141235
248,10.95008659362793
249,0.44401612877845764
250,0.5097861886024475
251,0.755300760269165
252,0.4743841886520386
253,0.8938819169998169
254,0.4764155447483063
255,0.640230655670166
256,0.4890560507774353
257,1.0329904556274414
258,0.7685935497283936
259,0.4426167607307434
260,35.407894134521484
261,0.6922346949577332
262,0.5916805267333984
263,0.5673641562461853
264,0.6084280610084534
265,0.8641225099563599
266,0.776884913444519
267,0.6460418701171875
268,0.9898262619972229
269,0.7560426592826843
270,1.1358239650726318
271,0.8325635194778442
272,0.8586975932121277
273,1.1378072500228882
274,9.187116622924805
275,2.9457130432128906
276,0.621446430683136
277,0.6333935260772705
278,3.487452983856201
279,11.319259643554688
280,0.7342881560325623
281,0.8215221762657166
282,0.7755939364433289
283,0.7340437769889832
284,0.75303715467453
285,0.7881731390953064
286,0.7496446371078491
287,0.4620482623577118
288,0.5543261170387268
289,0.45315685868263245
290,0.449568510055542
291,0.37349677085876465
292,0.4136068820953369
293,0.3482379615306854
294,3.3158366680145264
295,0.4849051237106323
296,0.2700648605823517
297,0.43099430203437805
298,0.45869800448417664
299,0.2864841818809509
300,0.38057124614715576
301,0.3611404001712799
302,0.30506348609924316
303,0.30832067131996155
304,0.37461453676223755
305,0.4648716449737549
306,0.3512890934944153
307,0.3582288920879364
308,0.5244506597518921
309,0.3823642432689667
310,0.6576757431030273
311,0.838714599609375
312,0.4102122485637665
313,0.35391297936439514
314,0.39824721217155457
315,0.3505665361881256
316,0.39242514967918396
317,0.29689136147499084
318,0.3153596818447113
319,0.35373160243034363
320,0.35909709334373474
321,0.46295401453971863
322,0.33798691630363464
323,0.30609840154647827
324,0.31123489141464233
325,0.3238341808319092
326,0.2822874188423157
327,0.424936443567276
328,0.2870714068412781
329,0.32685554027557373
330,0.3383997678756714
331,0.3998703956604004
332,0.3076719641685486
333,0.37890735268592834
334,0.463982492685318
335,0.3941633701324463
336,0.6667455434799194
337,0.4429285526275635
338,0.3415088653564453
339,0.40809208154678345
340,0.6532020568847656
341,0.22630570828914642
342,0.2740427851676941
343,0.2796171307563782
344,0.1885000765323639
345,0.44183266162872314
346,0.2843499779701233
347,0.29367727041244507
348,0.2821292579174042
349,0.35492464900016785
350,0.3594639301300049
351,0.3567292094230652
352,0.426653116941452
353,0.36405640840530396
354,0.3800799250602722
355,0.38483303785324097
356,0.4022607207298279
357,0.2857416868209839
358,0.28644225001335144
359,0.5310333967208862
360,0.3474760949611664
361,0.4173596203327179
362,0.3483004868030548
363,0.27915987372398376
364,0.37631160020828247
365,0.47313278913497925
366,0.2800641357898712
367,0.3258766233921051
368,0.34574976563453674
369,0.320142924785614
370,0.35416021943092346
371,0.3530394732952118
372,0.4083348512649536
373,0.30957716703414917
374,0.2505969703197479
375,0.31539487838745117
376,0.31762853264808655
377,0.25214284658432007
378,0.3442051410675049
379,0.3574298322200775
380,0.25481826066970825
381,0.2999906837940216
382,0.34297314286231995
383,0.3070570230484009
384,0.2747911810874939
385,0.36367306113243103
386,0.4378448724746704
387,0.42069700360298157
388,0.29714933037757874
389,0.32013726234436035
390,0.2417009323835373
391,0.30699053406715393
392,0.42529502511024475
393,0.4047541618347168
394,0.3273405432701111
395,0.26308926939964294
396,0.35059359669685364
397,0.2860414981842041
398,0.30705252289772034
399,0.3534819483757019
400,0.32199791073799133
401,0.4343952238559723
402,0.29295194149017334
403,0.41056644916534424
404,0.36579227447509766
405,0.30012527108192444
406,0.3277663588523865
407,0.24947497248649597
408,0.23722520470619202
409,0.3859912157058716
410,0.3476335406303406
411,0.31286460161209106
412,0.32320937514305115
413,0.40356793999671936
414,0.3387679159641266
415,0.2863251268863678
416,0.22467432916164398
417,0.2665597200393677
418,0.3258364200592041
419,0.23719555139541626
420,0.46589386463165283
421,3.279116153717041
422,0.3259418308734894
423,0.7629638314247131
424,0.3844466209411621
425,0.4308139681816101
426,0.6744029521942139
427,1.4904828071594238
428,0.7854136824607849
429,1.0881199836730957
430,1324.152587890625
431,1.288589358329773
432,0.6868720054626465
433,39.82207489013672
434,1.1317483186721802
435,1.0958340167999268
436,1.558472752571106
437,2.552109718322754
438,0.8679245710372925
439,1.6658415794372559
440,1.2528846263885498
441,1.0813400745391846
442,0.9852640628814697
443,0.6729099750518799
444,1.0506700277328491
445,0.9697805643081665
446,16.71442222595215
447,1.326255440711975
448,0.5790500640869141
449,2.643907308578491
450,1.078654408454895
451,1.0167758464813232
452,0.8660932779312134
453,1.4476416110992432
454,1.4195528030395508
455,1.1991397142410278
456,1.4039318561553955
457,1.242783784866333
458,0.912817656993866
459,1.483191728591919
460,1.7586891651153564
461,3.8390421867370605
462,6.417381286621094
463,1.42866051197052
464,0.9113505482673645
465,1.5493954420089722
466,1.255075216293335
467,2.1572201251983643
468,1.0846298933029175
469,4.741125106811523
470,0.7751392126083374
471,0.8549364805221558
472,0.5338146686553955
473,0.6485086679458618
474,0.6682263612747192
475,0.6095983982086182
476,0.45044761896133423
477,0.5597192645072937
478,0.7314407825469971
479,0.6137742400169373
480,0.6759200692176819
481,0.8363593816757202
482,0.68366938829422
483,1.809635877609253
484,0.46089398860931396
485,0.5434921979904175
486,0.6809332966804504
487,0.6200916767120361
488,0.6652057766914368
489,0.5625746846199036
490,0.5122506022453308
491,0.5272389650344849
492,0.46999385952949524
493,0.6622414588928223
494,0.467673122882843
495,0.5780569314956665
496,0.3767002522945404
497,0.5784948468208313
498,0.4788368344306946
499,0.4078604280948639
500,0.5953955054283142
501,0.6951836347579956
502,0.36180564761161804
503,0.3003992438316345
504,0.564781129360199
505,0.5220692753791809
506,0.3777192533016205
507,0.3186819553375244
508,0.7247412204742432
509,1.0524564981460571
510,0.3919045627117157
511,0.4186846613883972
512,0.46560534834861755
513,0.48531579971313477
514,0.42881709337234497
515,0.4900040626525879
516,0.49348974227905273
517,0.6038873195648193
518,0.38182729482650757
519,0.4628923833370209
520,0.4192044734954834
521,0.29688090085983276
522,0.4967101812362671
523,0.7387373447418213
524,0.4140968918800354
525,0.46702155470848083
526,0.5669440031051636
527,0.3612508475780487
528,0.4511655569076538
529,0.2950748801231384
530,0.5406329035758972
531,0.5468411445617676
532,0.4039272665977478
533,0.3899223804473877
534,0.36090919375419617
535,0.3920081853866577
536,0.3007681965827942
537,0.4828037917613983
538,0.43782806396484375
539,0.31368547677993774
540,0.35196033120155334
541,0.39060699939727783
542,0.3558507263660431
543,0.5163172483444214
544,0.3641958236694336
545,0.3179748058319092
546,0.3056498169898987
547,0.39748483896255493
548,0.45621827244758606
549,0.3650732934474945
550,0.44882655143737793
551,0.3394632041454315
552,0.4350396990776062
553,0.5630735158920288
554,0.3013703227043152
555,0.3081628084182739
556,0.3802618682384491
557,0.33092671632766724
558,0.3926725387573242
559,0.4428492784500122
560,0.2666149139404297
561,0.47029489278793335
562,0.33922964334487915
563,0.4168393909931183
564,0.4031195342540741
565,0.3608781695365906
566,0.3309399485588074
567,0.5700399875640869
568,0.25976261496543884
569,0.4323422312736511
570,0.33193477988243103
571,0.4071308672428131
572,0.34841015934944153
573,0.31093519926071167
574,0.31663376092910767
575,0.4281997084617615
576,0.3003390431404114
577,0.3857279419898987
578,0.3886231482028961
579,0.38831019401550293
580,0.4175562262535095
581,0.33810490369796753
582,0.32493966817855835
583,0.4483810067176819
584,0.34833553433418274
585,0.4301523268222809
586,0.4096357226371765
587,0.3791597783565521
588,0.4412108361721039
589,0.4748847186565399
590,0.4050665497779846
591,0.38182538747787476
592,0.31715261936187744
593,0.39465099573135376
594,0.3798089921474457
595,0.3262091875076294
596,0.38653644919395447
597,0.2777854800224304
598,0.3555244207382202
599,0.35293447971343994
600,0.3863110840320587
601,0.2738579213619232
602,0.3882594108581543
603,0.3667466640472412
604,0.45258641242980957
605,0.328872412443161
606,0.43659988045692444
607,0.2360466867685318
608,0.4931512475013733
609,0.37402480840682983
610,0.4739585816860199
611,0.2725423574447632
612,0.33161136507987976
613,0.5094515681266785
614,0.36303651332855225
615,0.30444589257240295
616,0.353426069021225
617,0.2968806326389313
618,0.3350544273853302
619,0.26494449377059937
620,0.5154168009757996
621,0.3844152092933655
622,0.3734823763370514
623,0.31028538942337036
624,0.36535415053367615
625,0.26896342635154724
626,0.22248820960521698
627,0.3519711494445801
628,0.263486385345459
629,0.49941056966781616
630,0.2566019296646118
631,0.35292986035346985
632,0.41613221168518066
633,0.33727046847343445
634,0.2803157866001129
635,0.3004123568534851
636,0.35268789529800415
637,0.2642561197280884
638,0.34894245862960815
639,0.4396718144416809
640,0.27805235981941223
641,0.3139679431915283
642,0.3606865704059601
643,0.32657623291015625
644,0.3250669240951538
645,0.3019096851348877
646,0.30600276589393616
647,0.307664155960083
648,0.46366655826568604
649,0.3136720061302185
650,0.7141781449317932
651,0.4217529892921448
652,0.28807568550109863
653,0.3982882499694824
654,0.5300087928771973
655,0.3125196397304535
656,0.5044984817504883
657,2.736867904663086
658,0.33241406083106995
659,0.3361884355545044
660,0.337196409702301
661,0.4745440185070038
662,0.36034077405929565
663,0.3886646330356598
664,0.41667640209198
665,0.30894070863723755
666,0.42125850915908813
667,0.2835063636302948
668,0.3742713928222656
669,0.397566556930542
670,0.18992766737937927
671,0.4163327217102051
672,0.3220652639865875
673,0.3924020528793335
674,0.30624210834503174
675,0.375379741191864
676,0.31862255930900574
677,0.31296852231025696
678,0.3379423916339874
679,0.34308528900146484
680,0.46510905027389526
681,0.45224735140800476
682,0.38257667422294617
683,0.28810879588127136
684,0.5177063941955566
685,0.2763652205467224
686,0.47628313302993774
687,0.3077916204929352
688,0.4301798939704895
689,0.22667014598846436
690,0.333562433719635
691,0.3597075641155243
692,0.5568281412124634
693,0.25061675906181335
694,0.20389258861541748
695,0.3398662209510803
696,0.36735478043556213
697,0.3114352822303772
698,0.45077842473983765
699,0.2967132031917572
